YearStart,LocationDesc,Question,Rate,LocationID
2009,New Hampshire,Lung and bronchus cancer,48.3,33
2012,Florida,Lung and bronchus cancer,40.9,12
2013,Georgia,Lung and bronchus cancer,10.9,13
2009,Kansas,Lung and bronchus cancer,47.4,20
2012,Colorado,Lung and bronchus cancer,32.5,8
2012,Arizona,Lung and bronchus cancer,20.0,4
2014,Kentucky,Lung and bronchus cancer,53.6,21
2011,Nebraska,Lung and bronchus cancer,42.3,31
2011,California,Lung and bronchus cancer,24.7,6
2011,Florida,Lung and bronchus cancer,52.3,12
2008,Louisiana,Lung and bronchus cancer,21.9,22
2008,Kentucky,Lung and bronchus cancer,70.9,21
2008,New Jersey,Lung and bronchus cancer,42.1,34
2014,Delaware,Lung and bronchus cancer,15.7,10
2015,Alabama,Lung and bronchus cancer,46.4,1
2014,District of Columbia,Lung and bronchus cancer,36.3,11
2011,Maine,Lung and bronchus cancer,42.4,23
2012,Idaho,Lung and bronchus cancer,35.8,16
2013,New Jersey,Lung and bronchus cancer,14.3,34
2013,Maryland,Lung and bronchus cancer,41.7,24
2014,Nebraska,Lung and bronchus cancer,45.3,31
2014,Massachusetts,Lung and bronchus cancer,37.1,25
2011,Colorado,Lung and bronchus cancer,23.4,8
2008,Nebraska,Lung and bronchus cancer,55.5,31
2008,Colorado,Lung and bronchus cancer,40.8,8
2009,Idaho,Lung and bronchus cancer,38.1,16
2008,Maine,Lung and bronchus cancer,44.1,23
2012,Maine,Lung and bronchus cancer,48.8,23
2008,North Carolina,Lung and bronchus cancer,72.0,37
2015,Mississippi,Lung and bronchus cancer,51.4,28
2014,Kansas,Lung and bronchus cancer,,20
2014,New Jersey,Lung and bronchus cancer,39.0,34
2012,North Carolina,Lung and bronchus cancer,13.8,37
2013,Hawaii,Lung and bronchus cancer,,15
2010,Illinois,Lung and bronchus cancer,39.3,17
2008,Missouri,Lung and bronchus cancer,57.7,29
2012,Maryland,Lung and bronchus cancer,41.2,24
2015,Michigan,Lung and bronchus cancer,42.7,26
2015,Idaho,Lung and bronchus cancer,,16
2010,Idaho,Lung and bronchus cancer,31.5,16
2015,Maine,Lung and bronchus cancer,39.8,23
2008,Hawaii,Lung and bronchus cancer,,15
2012,Mississippi,Lung and bronchus cancer,33.4,28
2009,Missouri,Lung and bronchus cancer,16.1,29
2011,Hawaii,Lung and bronchus cancer,41.4,15
2009,Colorado,Lung and bronchus cancer,43.6,8
2012,Iowa,Lung and bronchus cancer,36.0,19
2009,Delaware,Lung and bronchus cancer,14.3,10
2013,Maryland,Lung and bronchus cancer,33.4,24
2013,California,Lung and bronchus cancer,16.0,6
2011,Alaska,Lung and bronchus cancer,40.1,2
2009,North Carolina,Lung and bronchus cancer,51.8,37
2015,North Dakota,Lung and bronchus cancer,34.0,38
2013,Minnesota,Lung and bronchus cancer,13.7,27
2014,Delaware,Lung and bronchus cancer,43.2,10
2014,Illinois,Lung and bronchus cancer,34.6,17
2011,New Jersey,Lung and bronchus cancer,16.6,34
2009,Maine,Lung and bronchus cancer,53.9,23
2010,Iowa,Lung and bronchus cancer,46.1,19
2009,Mississippi,Lung and bronchus cancer,,28
2014,North Carolina,Lung and bronchus cancer,34.6,37
2012,California,Lung and bronchus cancer,41.7,6
2013,New Jersey,Lung and bronchus cancer,35.2,34
2009,Arkansas,Lung and bronchus cancer,61.9,5
2015,Connecticut,Lung and bronchus cancer,28.1,9
2014,New Jersey,Lung and bronchus cancer,,34
2009,Delaware,Lung and bronchus cancer,,10
2010,Florida,Lung and bronchus cancer,20.2,12
2010,Delaware,Lung and bronchus cancer,62.3,10
2015,Maine,Lung and bronchus cancer,53.0,23
2009,Alaska,Lung and bronchus cancer,32.4,2
2015,North Carolina,Lung and bronchus cancer,46.3,37
2013,District of Columbia,Lung and bronchus cancer,23.4,11
2015,Arkansas,Lung and bronchus cancer,51.4,5
2015,Louisiana,Lung and bronchus cancer,22.5,22
2008,Illinois,Lung and bronchus cancer,,17
2011,District of Columbia,Lung and bronchus cancer,16.0,11
2015,Delaware,Lung and bronchus cancer,,10
2009,Connecticut,Lung and bronchus cancer,42.2,9
2014,Maryland,Lung and bronchus cancer,11.6,24
2010,Kentucky,Lung and bronchus cancer,,21
2013,Maine,Lung and bronchus cancer,,23
2013,Alabama,Lung and bronchus cancer,50.4,1
2014,Louisiana,Lung and bronchus cancer,18.8,22
2015,New Jersey,Lung and bronchus cancer,14.1,34
2008,Louisiana,Lung and bronchus cancer,11.6,22
2011,Idaho,Lung and bronchus cancer,,16
2011,Georgia,Lung and bronchus cancer,34.5,13
2008,Maryland,Lung and bronchus cancer,46.4,24
2009,Illinois,Lung and bronchus cancer,,17
2011,Florida,Lung and bronchus cancer,20.7,12
2013,Arkansas,Lung and bronchus cancer,42.5,5
2012,Illinois,Lung and bronchus cancer,54.9,17
2009,Mississippi,Lung and bronchus cancer,85.5,28
2012,Hawaii,Lung and bronchus cancer,30.1,15
2010,New Jersey,Lung and bronchus cancer,17.1,34
2015,Minnesota,Lung and bronchus cancer,33.5,27
2012,Arizona,Lung and bronchus cancer,37.6,4
2012,Colorado,Lung and bronchus cancer,29.3,8
2015,District of Columbia,Lung and bronchus cancer,35.7,11
2012,Kentucky,Lung and bronchus cancer,67.4,21
2012,Colorado,Lung and bronchus cancer,19.7,8
2011,Iowa,Lung and bronchus cancer,46.0,19
2009,North Dakota,Lung and bronchus cancer,,38
2014,Louisiana,Lung and bronchus cancer,61.6,22
2009,Louisiana,Lung and bronchus cancer,33.5,22
2010,Nebraska,Lung and bronchus cancer,24.3,31
2008,Arkansas,Lung and bronchus cancer,21.8,5
2015,Mississippi,Lung and bronchus cancer,,28
2011,Massachusetts,Lung and bronchus cancer,36.8,25
2011,Mississippi,Lung and bronchus cancer,9.0,28
2010,Maine,Lung and bronchus cancer,64.5,23
2010,Georgia,Lung and bronchus cancer,10.9,13
2011,Michigan,Lung and bronchus cancer,58.5,26
2014,Minnesota,Lung and bronchus cancer,31.3,27
2013,Arkansas,Lung and bronchus cancer,71.9,5
2008,Idaho,Lung and bronchus cancer,,16
2011,Mississippi,Lung and bronchus cancer,40.9,28
2015,Iowa,Lung and bronchus cancer,40.5,19
2011,Alaska,Lung and bronchus cancer,,2
2015,Hawaii,Lung and bronchus cancer,45.6,15
2013,Missouri,Lung and bronchus cancer,19.0,29
2015,Missouri,Lung and bronchus cancer,24.1,29
2013,Idaho,Lung and bronchus cancer,29.1,16
2010,California,Lung and bronchus cancer,28.6,6
2015,Missouri,Lung and bronchus cancer,46.4,29
2013,Iowa,Lung and bronchus cancer,43.2,19
2009,Minnesota,Lung and bronchus cancer,84.2,27
2012,Maine,Lung and bronchus cancer,,23
2010,Nebraska,Lung and bronchus cancer,43.2,31
2011,Alabama,Lung and bronchus cancer,55.4,1
2009,Alabama,Lung and bronchus cancer,22.9,1
2013,Florida,Lung and bronchus cancer,44.8,12
2009,Connecticut,Lung and bronchus cancer,47.9,9
2008,Iowa,Lung and bronchus cancer,37.5,19
2010,Maryland,Lung and bronchus cancer,45.6,24
2010,New Hampshire,Lung and bronchus cancer,,33
2009,Hawaii,Lung and bronchus cancer,31.0,15
2009,District of Columbia,Lung and bronchus cancer,51.1,11
2012,Massachusetts,Lung and bronchus cancer,,25
2009,Michigan,Lung and bronchus cancer,50.9,26
2010,Montana,Lung and bronchus cancer,40.7,30
2009,Nebraska,Lung and bronchus cancer,64.4,31
2009,Missouri,Lung and bronchus cancer,44.9,29
2014,Georgia,Lung and bronchus cancer,44.6,13
2008,Montana,Lung and bronchus cancer,42.8,30
2012,New Jersey,Lung and bronchus cancer,15.2,34
2014,North Dakota,Lung and bronchus cancer,35.1,38
2010,Indiana,Lung and bronchus cancer,71.2,18
2014,Mississippi,Lung and bronchus cancer,38.2,28
2014,Arkansas,Lung and bronchus cancer,52.8,5
2012,Georgia,Lung and bronchus cancer,12.0,13
2009,Arkansas,Lung and bronchus cancer,44.3,5
2012,North Dakota,Lung and bronchus cancer,31.3,38
2014,Kansas,Lung and bronchus cancer,,20
2014,Arizona,Lung and bronchus cancer,27.1,4
2008,Kansas,Lung and bronchus cancer,61.7,20
2014,District of Columbia,Lung and bronchus cancer,,11
2011,Montana,Lung and bronchus cancer,,30
2012,Minnesota,Lung and bronchus cancer,38.2,27
2014,Nebraska,Lung and bronchus cancer,27.7,31
2012,Michigan,Lung and bronchus cancer,52.9,26
2015,Hawaii,Lung and bronchus cancer,33.2,15
2010,North Carolina,Lung and bronchus cancer,37.9,37
2011,Michigan,Lung and bronchus cancer,48.6,26
2011,Louisiana,Lung and bronchus cancer,70.5,22
2014,Indiana,Lung and bronchus cancer,47.2,18
2013,Alabama,Lung and bronchus cancer,20.4,1
2010,Alaska,Lung and bronchus cancer,46.1,2
2010,Delaware,Lung and bronchus cancer,20.8,10
2014,North Dakota,Lung and bronchus cancer,,38
2010,Colorado,Lung and bronchus cancer,40.8,8
2011,Indiana,Lung and bronchus cancer,16.9,18
2008,New Jersey,Lung and bronchus cancer,,34
2012,Louisiana,Lung and bronchus cancer,55.8,22
2011,Indiana,Lung and bronchus cancer,53.4,18
2009,Maine,Lung and bronchus cancer,65.8,23
2012,Arizona,Lung and bronchus cancer,36.4,4
2014,Florida,Lung and bronchus cancer,21.0,12
2008,Florida,Lung and bronchus cancer,21.8,12
2011,Delaware,Lung and bronchus cancer,20.0,10
2008,District of Columbia,Lung and bronchus cancer,18.8,11
2013,Iowa,Lung and bronchus cancer,58.6,19
2012,Montana,Lung and bronchus cancer,38.7,30
2013,Kentucky,Lung and bronchus cancer,14.6,21
2009,Idaho,Lung and bronchus cancer,32.3,16
2013,Louisiana,Lung and bronchus cancer,53.8,22
2009,Arizona,Lung and bronchus cancer,11.1,4
2011,North Dakota,Lung and bronchus cancer,39.6,38
2011,Florida,Lung and bronchus cancer,22.9,12
2009,Minnesota,Lung and bronchus cancer,40.9,27
2013,Indiana,Lung and bronchus cancer,64.1,18
2015,Missouri,Lung and bronchus cancer,51.1,29
2008,North Dakota,Lung and bronchus cancer,,38
2009,Kansas,Lung and bronchus cancer,,20
2010,District of Columbia,Lung and bronchus cancer,49.0,11
2009,Alabama,Lung and bronchus cancer,59.3,1
2014,New Hampshire,Lung and bronchus cancer,,33
2011,District of Columbia,Lung and bronchus cancer,,11
2009,Missouri,Lung and bronchus cancer,70.9,29
2012,Michigan,Lung and bronchus cancer,67.7,26
2015,Alabama,Lung and bronchus cancer,33.9,1
2014,Iowa,Lung and bronchus cancer,34.1,19
2009,Georgia,Lung and bronchus cancer,,13
2015,New Hampshire,Lung and bronchus cancer,43.3,33
2013,Minnesota,Lung and bronchus cancer,42.6,27
2010,Alabama,Lung and bronchus cancer,16.1,1
2012,Massachusetts,Lung and bronchus cancer,,25
2011,Missouri,Lung and bronchus cancer,20.8,29
2010,Hawaii,Lung and bronchus cancer,36.8,15
2010,Maryland,Lung and bronchus cancer,16.7,24
2015,North Carolina,Lung and bronchus cancer,53.5,37
2011,Arkansas,Lung and bronchus cancer,8.9,5
2010,Delaware,Lung and bronchus cancer,14.5,10
2012,Hawaii,Lung and bronchus cancer,34.3,15
2013,Georgia,Lung and bronchus cancer,32.1,13
2009,North Carolina,Lung and bronchus cancer,11.2,37
2014,North Dakota,Lung and bronchus cancer,,38
2013,Connecticut,Lung and bronchus cancer,18.8,9
2009,Indiana,Lung and bronchus cancer,43.5,18
2011,Illinois,Lung and bronchus cancer,,17
2015,Kansas,Lung and bronchus cancer,47.1,20
2013,Florida,Lung and bronchus cancer,18.4,12
2008,California,Lung and bronchus cancer,26.0,6
2008,Kentucky,Lung and bronchus cancer,74.9,21
2009,New Jersey,Lung and bronchus cancer,40.8,34
2012,Illinois,Lung and bronchus cancer,,17
2012,North Carolina,Lung and bronchus cancer,62.6,37
2009,Nebraska,Lung and bronchus cancer,26.3,31
2012,New Jersey,Lung and bronchus cancer,36.8,34
2014,Alabama,Lung and bronchus cancer,48.6,1
2013,Hawaii,Lung and bronchus cancer,23.5,15
2013,Mississippi,Lung and bronchus cancer,39.1,28
2013,Delaware,Lung and bronchus cancer,12.4,10
2013,Maryland,Lung and bronchus cancer,46.3,24
2010,Montana,Lung and bronchus cancer,58.8,30
2012,Michigan,Lung and bronchus cancer,17.5,26
2009,Delaware,Lung and bronchus cancer,64.7,10
2011,Alaska,Lung and bronchus cancer,63.6,2
2013,Kansas,Lung and bronchus cancer,36.0,20
2012,Arkansas,Lung and bronchus cancer,58.0,5
2015,New Jersey,Lung and bronchus cancer,14.1,34
2011,New Jersey,Lung and bronchus cancer,45.9,34
2008,Maryland,Lung and bronchus cancer,11.1,24
2012,Delaware,Lung and bronchus cancer,49.1,10
2013,Maryland,Lung and bronchus cancer,16.6,24
2012,Idaho,Lung and bronchus cancer,16.5,16
2012,Idaho,Lung and bronchus cancer,30.4,16
2009,District of Columbia,Lung and bronchus cancer,51.8,11
2013,California,Lung and bronchus cancer,35.0,6
2013,Hawaii,Lung and bronchus cancer,32.2,15
2013,Illinois,Lung and bronchus cancer,,17
2009,Florida,Lung and bronchus cancer,20.1,12
2011,Montana,Lung and bronchus cancer,,30
2012,North Dakota,Lung and bronchus cancer,47.4,38
2013,California,Lung and bronchus cancer,39.8,6
2009,New Jersey,Lung and bronchus cancer,17.8,34
2013,Massachusetts,Lung and bronchus cancer,44.9,25
2008,North Carolina,Lung and bronchus cancer,54.4,37
2010,Connecticut,Lung and bronchus cancer,,9
2012,California,Lung and bronchus cancer,24.1,6
2010,North Dakota,Lung and bronchus cancer,,38
2008,Colorado,Lung and bronchus cancer,35.4,8
2015,Arizona,Lung and bronchus cancer,32.5,4
2010,Mississippi,Lung and bronchus cancer,59.2,28
2014,Colorado,Lung and bronchus cancer,24.5,8
2009,Mississippi,Lung and bronchus cancer,41.2,28
2014,Nebraska,Lung and bronchus cancer,45.5,31
2012,Florida,Lung and bronchus cancer,33.4,12
2010,Michigan,Lung and bronchus cancer,41.5,26
2008,Illinois,Lung and bronchus cancer,,17
2009,Illinois,Lung and bronchus cancer,60.1,17
2014,Florida,Lung and bronchus cancer,45.3,12
2014,Nebraska,Lung and bronchus cancer,38.6,31
2015,Colorado,Lung and bronchus cancer,20.0,8
2011,Iowa,Lung and bronchus cancer,36.1,19
2010,Florida,Lung and bronchus cancer,49.9,12
2011,Connecticut,Lung and bronchus cancer,16.8,9
2008,Missouri,Lung and bronchus cancer,20.7,29
2014,Delaware,Lung and bronchus cancer,45.3,10
2008,District of Columbia,Lung and bronchus cancer,54.5,11
2012,Maryland,Lung and bronchus cancer,11.7,24
2010,Illinois,Lung and bronchus cancer,,17
2015,Connecticut,Lung and bronchus cancer,31.5,9
2008,New Jersey,Lung and bronchus cancer,46.5,34
2008,Florida,Lung and bronchus cancer,24.0,12
2013,Minnesota,Lung and bronchus cancer,36.9,27
2008,Georgia,Lung and bronchus cancer,37.2,13
2013,New Hampshire,Lung and bronchus cancer,48.4,33
2008,Minnesota,Lung and bronchus cancer,89.5,27
2015,Georgia,Lung and bronchus cancer,42.8,13
2015,North Dakota,Lung and bronchus cancer,28.2,38
2008,Louisiana,Lung and bronchus cancer,61.8,22
2013,Illinois,Lung and bronchus cancer,43.0,17
2008,Delaware,Lung and bronchus cancer,,10
2012,Colorado,Lung and bronchus cancer,34.2,8
2009,Colorado,Lung and bronchus cancer,38.8,8
2014,Hawaii,Lung and bronchus cancer,42.7,15
2008,Arkansas,Lung and bronchus cancer,63.5,5
2008,Idaho,Lung and bronchus cancer,,16
2010,Kentucky,Lung and bronchus cancer,70.7,21
2012,New Jersey,Lung and bronchus cancer,40.4,34
2012,Iowa,Lung and bronchus cancer,,19
2012,Indiana,Lung and bronchus cancer,53.7,18
2011,Mississippi,Lung and bronchus cancer,57.3,28
2014,Maine,Lung and bronchus cancer,,23
2013,New Jersey,Lung and bronchus cancer,39.4,34
2010,Alabama,Lung and bronchus cancer,55.6,1
2012,Nebraska,Lung and bronchus cancer,34.3,31
2015,Kansas,Lung and bronchus cancer,39.9,20
2011,Alaska,Lung and bronchus cancer,52.9,2
2008,Massachusetts,Lung and bronchus cancer,46.8,25
2014,Maryland,Lung and bronchus cancer,17.9,24
2009,Mississippi,Lung and bronchus cancer,13.0,28
2015,Kentucky,Lung and bronchus cancer,18.3,21
2008,Connecticut,Lung and bronchus cancer,21.4,9
2012,Colorado,Lung and bronchus cancer,22.2,8
2013,New Hampshire,Lung and bronchus cancer,,33
2009,Idaho,Lung and bronchus cancer,,16
2012,Missouri,Lung and bronchus cancer,24.5,29
2014,Montana,Lung and bronchus cancer,34.6,30
2015,Kansas,Lung and bronchus cancer,,20
2014,Florida,Lung and bronchus cancer,16.4,12
2012,Massachusetts,Lung and bronchus cancer,35.6,25
2010,Colorado,Lung and bronchus cancer,36.5,8
2012,Arizona,Lung and bronchus cancer,40.0,4
2010,New Hampshire,Lung and bronchus cancer,53.7,33
2010,Minnesota,Lung and bronchus cancer,33.9,27
2010,New Jersey,Lung and bronchus cancer,,34
2009,North Dakota,Lung and bronchus cancer,,38
2008,Alabama,Lung and bronchus cancer,60.4,1
2013,Montana,Lung and bronchus cancer,,30
2008,Minnesota,Lung and bronchus cancer,41.9,27
2011,Idaho,Lung and bronchus cancer,21.0,16
2012,Montana,Lung and bronchus cancer,38.0,30
2008,North Dakota,Lung and bronchus cancer,53.3,38
2009,Iowa,Lung and bronchus cancer,47.5,19
2009,District of Columbia,Lung and bronchus cancer,18.0,11
2011,Kentucky,Lung and bronchus cancer,67.7,21
2013,Kentucky,Lung and bronchus cancer,58.1,21
2012,Kansas,Lung and bronchus cancer,20.2,20
2013,Massachusetts,Lung and bronchus cancer,15.1,25
2009,Indiana,Lung and bronchus cancer,56.3,18
2015,Arkansas,Lung and bronchus cancer,20.5,5
2011,New Hampshire,Lung and bronchus cancer,45.5,33
2015,Georgia,Lung and bronchus cancer,51.0,13
2008,Montana,Lung and bronchus cancer,37.2,30
2015,District of Columbia,Lung and bronchus cancer,,11
2013,Arizona,Lung and bronchus cancer,33.4,4
2012,Georgia,Lung and bronchus cancer,33.4,13
2010,Montana,Lung and bronchus cancer,37.4,30
2010,Hawaii,Lung and bronchus cancer,40.5,15
2011,Michigan,Lung and bronchus cancer,26.6,26
2013,North Dakota,Lung and bronchus cancer,,38
2010,Indiana,Lung and bronchus cancer,61.0,18
2014,New Hampshire,Lung and bronchus cancer,46.0,33
2009,Kansas,Lung and bronchus cancer,24.7,20
2013,Indiana,Lung and bronchus cancer,14.4,18
2015,Indiana,Lung and bronchus cancer,46.7,18
2008,Iowa,Lung and bronchus cancer,29.1,19
2014,Arizona,Lung and bronchus cancer,33.0,4
2011,Georgia,Lung and bronchus cancer,41.2,13
2010,Georgia,Lung and bronchus cancer,20.3,13
2015,Iowa,Lung and bronchus cancer,9.7,19
2008,California,Lung and bronchus cancer,36.2,6
2010,New Hampshire,Lung and bronchus cancer,,33
2011,Alaska,Lung and bronchus cancer,44.8,2
2008,Georgia,Lung and bronchus cancer,,13
2013,Iowa,Lung and bronchus cancer,34.9,19
2015,Alaska,Lung and bronchus cancer,28.4,2
2008,Nebraska,Lung and bronchus cancer,35.5,31
2008,Mississippi,Lung and bronchus cancer,62.2,28
2013,Massachusetts,Lung and bronchus cancer,26.2,25
2014,Florida,Lung and bronchus cancer,43.0,12
2014,California,Lung and bronchus cancer,38.3,6
2008,Louisiana,Lung and bronchus cancer,57.6,22
2010,Delaware,Lung and bronchus cancer,47.5,10
2014,Maine,Lung and bronchus cancer,46.7,23
2011,California,Lung and bronchus cancer,44.0,6
2012,Alabama,Lung and bronchus cancer,54.1,1
2014,New Jersey,Lung and bronchus cancer,14.8,34
2011,District of Columbia,Lung and bronchus cancer,46.3,11
2011,Minnesota,Lung and bronchus cancer,39.2,27
2012,Florida,Lung and bronchus cancer,18.8,12
2014,Connecticut,Lung and bronchus cancer,33.2,9
2015,Delaware,Lung and bronchus cancer,34.8,10
2015,Arkansas,Lung and bronchus cancer,50.7,5
2010,New Jersey,Lung and bronchus cancer,48.3,34
2009,Alabama,Lung and bronchus cancer,40.3,1
2015,Kentucky,Lung and bronchus cancer,71.3,21
2013,Louisiana,Lung and bronchus cancer,21.9,22
2012,Nebraska,Lung and bronchus cancer,41.3,31
2010,Nebraska,Lung and bronchus cancer,43.3,31
2013,Idaho,Lung and bronchus cancer,26.8,16
2012,District of Columbia,Lung and bronchus cancer,35.6,11
2013,Georgia,Lung and bronchus cancer,42.6,13
2012,Kentucky,Lung and bronchus cancer,84.5,21
2008,Kansas,Lung and bronchus cancer,,20
2013,Arizona,Lung and bronchus cancer,32.9,4
2008,Nebraska,Lung and bronchus cancer,19.0,31
2015,Minnesota,Lung and bronchus cancer,11.4,27
2010,Georgia,Lung and bronchus cancer,47.7,13
2009,Maryland,Lung and bronchus cancer,20.1,24
2015,Montana,Lung and bronchus cancer,56.4,30
2014,Louisiana,Lung and bronchus cancer,50.5,22
2015,Maryland,Lung and bronchus cancer,35.8,24
2010,Maryland,Lung and bronchus cancer,52.2,24
2011,Montana,Lung and bronchus cancer,63.8,30
2009,Delaware,Lung and bronchus cancer,54.1,10
2014,North Carolina,Lung and bronchus cancer,45.7,37
2010,Arizona,Lung and bronchus cancer,36.2,4
2009,Missouri,Lung and bronchus cancer,24.2,29
2011,Minnesota,Lung and bronchus cancer,77.7,27
2009,Massachusetts,Lung and bronchus cancer,,25
2015,Kansas,Lung and bronchus cancer,,20
2014,Indiana,Lung and bronchus cancer,60.5,18
2015,Georgia,Lung and bronchus cancer,7.5,13
2015,Massachusetts,Lung and bronchus cancer,31.9,25
2011,Kentucky,Lung and bronchus cancer,23.9,21
2013,Colorado,Lung and bronchus cancer,19.6,8
2010,Arkansas,Lung and bronchus cancer,43.9,5
2013,North Carolina,Lung and bronchus cancer,44.5,37
2010,Louisiana,Lung and bronchus cancer,55.1,22
2015,Michigan,Lung and bronchus cancer,36.4,26
2014,Louisiana,Lung and bronchus cancer,48.3,22
2010,Maine,Lung and bronchus cancer,,23
2010,Kansas,Lung and bronchus cancer,38.4,20
2011,Connecticut,Lung and bronchus cancer,37.2,9
2014,Connecticut,Lung and bronchus cancer,12.8,9
2015,Montana,Lung and bronchus cancer,,30
2009,Alaska,Lung and bronchus cancer,,2
2008,Minnesota,Lung and bronchus cancer,21.9,27
2009,Maine,Lung and bronchus cancer,53.7,23
2015,Iowa,Lung and bronchus cancer,40.0,19
2009,Louisiana,Lung and bronchus cancer,56.3,22
2014,North Carolina,Lung and bronchus cancer,42.3,37
2013,Maine,Lung and bronchus cancer,40.8,23
2015,Maryland,Lung and bronchus cancer,38.0,24
2013,Idaho,Lung and bronchus cancer,,16
2009,California,Lung and bronchus cancer,42.0,6
2008,Missouri,Lung and bronchus cancer,72.8,29
2013,Minnesota,Lung and bronchus cancer,70.1,27
2010,Maine,Lung and bronchus cancer,,23
2015,Georgia,Lung and bronchus cancer,35.3,13
2008,Arkansas,Lung and bronchus cancer,88.0,5
2013,Kansas,Lung and bronchus cancer,,20
2012,Alaska,Lung and bronchus cancer,43.7,2
2014,Maine,Lung and bronchus cancer,,23
2008,Maryland,Lung and bronchus cancer,38.6,24
2010,New Hampshire,Lung and bronchus cancer,,33
2011,North Dakota,Lung and bronchus cancer,50.7,38
2012,Arizona,Lung and bronchus cancer,23.3,4
2014,District of Columbia,Lung and bronchus cancer,10.7,11
2015,Missouri,Lung and bronchus cancer,46.9,29
2010,North Carolina,Lung and bronchus cancer,50.7,37
2008,North Dakota,Lung and bronchus cancer,40.8,38
2012,Delaware,Lung and bronchus cancer,,10
2008,Massachusetts,Lung and bronchus cancer,,25
2013,Alabama,Lung and bronchus cancer,52.5,1
2011,Connecticut,Lung and bronchus cancer,43.5,9
2010,Louisiana,Lung and bronchus cancer,59.9,22
2012,Arizona,Lung and bronchus cancer,34.3,4
2015,Montana,Lung and bronchus cancer,32.9,30
2011,Mississippi,Lung and bronchus cancer,58.4,28
2009,Georgia,Lung and bronchus cancer,49.0,13
2010,New Hampshire,Lung and bronchus cancer,46.1,33
2014,Massachusetts,Lung and bronchus cancer,14.3,25
2010,North Carolina,Lung and bronchus cancer,21.8,37
2010,Iowa,Lung and bronchus cancer,19.0,19
2014,Colorado,Lung and bronchus cancer,20.5,8
2014,Maryland,Lung and bronchus cancer,37.2,24
2008,Maine,Lung and bronchus cancer,,23
2015,Louisiana,Lung and bronchus cancer,35.3,22
2010,California,Lung and bronchus cancer,45.7,6
2015,Minnesota,Lung and bronchus cancer,33.4,27
2012,Maine,Lung and bronchus cancer,,23
2010,Nebraska,Lung and bronchus cancer,59.1,31
2015,Maine,Lung and bronchus cancer,36.8,23
2009,New Jersey,Lung and bronchus cancer,50.2,34
2015,New Jersey,Lung and bronchus cancer,28.1,34
2012,New Hampshire,Lung and bronchus cancer,,33
2013,Iowa,Lung and bronchus cancer,13.4,19
2012,Arkansas,Lung and bronchus cancer,75.7,5
2008,Colorado,Lung and bronchus cancer,26.4,8
2009,Indiana,Lung and bronchus cancer,73.3,18
2012,Kentucky,Lung and bronchus cancer,66.1,21
2012,Colorado,Lung and bronchus cancer,30.3,8
2013,Arkansas,Lung and bronchus cancer,56.2,5
2012,Missouri,Lung and bronchus cancer,65.0,29
2014,Arkansas,Lung and bronchus cancer,41.0,5
2008,Idaho,Lung and bronchus cancer,45.9,16
2011,Delaware,Lung and bronchus cancer,41.0,10
2010,Nebraska,Lung and bronchus cancer,64.0,31
2014,New Hampshire,Lung and bronchus cancer,19.6,33
2009,Maryland,Lung and bronchus cancer,17.7,24
2013,Arizona,Lung and bronchus cancer,38.2,4
2013,Indiana,Lung and bronchus cancer,12.9,18
2008,Massachusetts,Lung and bronchus cancer,17.5,25
2010,Louisiana,Lung and bronchus cancer,14.2,22
2013,Alabama,Lung and bronchus cancer,36.8,1
2009,Illinois,Lung and bronchus cancer,48.4,17
2010,Maine,Lung and bronchus cancer,52.5,23
2009,Montana,Lung and bronchus cancer,,30
2011,New Hampshire,Lung and bronchus cancer,52.5,33
2012,Florida,Lung and bronchus cancer,22.5,12
2010,Kansas,Lung and bronchus cancer,57.4,20
2008,Michigan,Lung and bronchus cancer,42.8,26
2010,Kansas,Lung and bronchus cancer,,20
2015,Illinois,Lung and bronchus cancer,,17
2009,Michigan,Lung and bronchus cancer,62.8,26
2011,Massachusetts,Lung and bronchus cancer,,25
2014,North Dakota,Lung and bronchus cancer,42.3,38
2008,Arkansas,Lung and bronchus cancer,64.5,5
2012,Alabama,Lung and bronchus cancer,47.6,1
2010,Maryland,Lung and bronchus cancer,19.0,24
2015,Mississippi,Lung and bronchus cancer,52.9,28
2012,Iowa,Lung and bronchus cancer,45.1,19
2011,Kentucky,Lung and bronchus cancer,,21
2014,Alaska,Lung and bronchus cancer,36.6,2
2015,New Jersey,Lung and bronchus cancer,37.1,34
2014,Alabama,Lung and bronchus cancer,35.7,1
2013,Maine,Lung and bronchus cancer,49.1,23
2008,New Hampshire,Lung and bronchus cancer,,33
2013,Nebraska,Lung and bronchus cancer,17.7,31
2010,Connecticut,Lung and bronchus cancer,18.2,9
2014,Michigan,Lung and bronchus cancer,24.2,26
2012,Missouri,Lung and bronchus cancer,52.6,29
2014,New Hampshire,Lung and bronchus cancer,41.2,33
2015,Illinois,Lung and bronchus cancer,,17
2008,Alabama,Lung and bronchus cancer,52.3,1
2012,Indiana,Lung and bronchus cancer,15.0,18
2011,Maine,Lung and bronchus cancer,63.5,23
2009,Missouri,Lung and bronchus cancer,56.0,29
2015,Delaware,Lung and bronchus cancer,11.7,10
2015,Alaska,Lung and bronchus cancer,34.0,2
2015,Connecticut,Lung and bronchus cancer,36.2,9
2013,Montana,Lung and bronchus cancer,,30
2012,Maryland,Lung and bronchus cancer,34.3,24
2010,Indiana,Lung and bronchus cancer,56.1,18
